,Date,Action,Ticker,Quantity,Price,Cash
0,2005-01-31,BUY,GLD,8619,42.689998626708984,632054.9018363953
1,2005-01-31,BUY,SPY,3965,80.5945816040039,312497.3857765198
2,2005-01-31,BUY,TLT,6442,48.501590728759766,50.138301849365234
3,2005-02-28,SELL,SPY,1372,83.3398666381836,114392.43532943726
4,2005-02-28,SELL,TLT,587,48.44515609741211,142829.74195861816
5,2005-02-28,BUY,GLD,3283,43.5,19.241958618164062
6,2005-03-31,SELL,GLD,2065,42.61000061035156,88008.89321899414
7,2005-03-31,SELL,SPY,273,81.42786407470703,110238.70011138916
8,2005-03-31,BUY,TLT,2327,47.36376953125,23.208412170410156
9,2005-04-29,SELL,GLD,96,43.0,4151.20841217041
10,2005-04-29,SELL,TLT,319,49.63525390625,19984.85440826416
11,2005-04-29,BUY,SPY,253,78.68559265136719,77.39946746826172
12,2005-05-31,SELL,SPY,77,82.8541488647461,6457.168930053711
13,2005-05-31,SELL,TLT,1236,50.4801139831543,68850.58981323242
14,2005-05-31,BUY,GLD,1643,41.880001068115234,41.7480583190918
15,2005-06-30,SELL,TLT,1796,51.74605941772461,92977.67077255249
16,2005-06-30,BUY,GLD,1345,43.630001068115234,34295.3193359375
17,2005-06-30,BUY,SPY,413,82.89801788330078,58.437950134277344
18,2005-07-29,SELL,SPY,615,86.1771240234375,53057.36922454834
19,2005-07-29,SELL,TLT,340,50.94914245605469,70380.07765960693
20,2005-07-29,BUY,GLD,1646,42.75,13.577659606933594
21,2005-08-31,SELL,GLD,655,43.0099983215332,28185.12656021118
22,2005-08-31,BUY,SPY,20,83.74201202392578,26510.286319732666
23,2005-08-31,BUY,TLT,512,51.763980865478516,7.128116607666016
24,2005-09-30,SELL,GLD,3269,47.099998474121094,153977.02312850952
25,2005-09-30,BUY,SPY,661,85.21700286865234,97648.58423233032
26,2005-09-30,BUY,TLT,1933,50.487701416015625,55.85739517211914
27,2005-10-31,SELL,GLD,1968,47.220001220703125,92984.81979751587
28,2005-10-31,BUY,SPY,504,83.23004913330078,51036.875034332275
29,2005-10-31,BUY,TLT,1039,49.09249496459961,29.77276611328125
30,2005-11-30,SELL,GLD,1445,49.79999923706055,71990.77166366577
31,2005-11-30,SELL,SPY,279,87.5999755859375,96431.16485214233
32,2005-11-30,BUY,TLT,1944,49.58018493652344,47.285335540771484
33,2005-12-30,SELL,GLD,1638,51.470001220703125,84355.14733505249
34,2005-12-30,SELL,SPY,139,87.43572998046875,96508.71380233765
35,2005-12-30,BUY,TLT,1887,51.1183967590332,48.29911804199219
36,2006-01-31,SELL,GLD,1773,56.68000030517578,100541.93965911865
37,2006-01-31,SELL,SPY,205,89.70565032958984,118931.59797668457
38,2006-01-31,BUY,TLT,2370,50.18050003051758,3.8129043579101562
39,2006-02-28,SELL,GLD,459,55.220001220703125,25349.793464660645
40,2006-02-28,SELL,SPY,240,90.41803741455078,47050.12244415283
41,2006-02-28,BUY,TLT,929,50.626102447509766,18.473270416259766
42,2006-03-31,SELL,GLD,1057,58.599998474121094,61958.671657562256
43,2006-03-31,SELL,SPY,755,91.01598358154297,130675.7392616272
44,2006-03-31,BUY,TLT,2690,48.5684700012207,26.55495834350586
45,2006-04-28,SELL,TLT,17794,47.18167495727539,839577.2791481018
46,2006-04-28,BUY,GLD,4215,62.959999084472656,574200.8830070496
47,2006-04-28,BUY,SPY,6249,91.8784408569336,52.5060920715332
48,2006-05-31,SELL,GLD,1313,65.11000061035156,85541.93689346313
49,2006-05-31,BUY,SPY,967,88.42156982421875,38.278873443603516
50,2006-06-14,SELL,GLD,5013,55.91999816894531,280365.22969436646
51,2006-06-30,SELL,SPY,219,89.63638305664062,299995.59758377075
52,2006-06-30,BUY,GLD,5040,59.52000045776367,14.795276641845703
53,2006-07-31,SELL,GLD,222,63.11000061035156,14025.215412139893
54,2006-07-31,SELL,TLT,1,48.6495361328125,14073.864948272705
55,2006-07-31,BUY,SPY,156,90.13645935058594,12.577289581298828
56,2006-08-31,SELL,SPY,183,92.02395629882812,16852.961292266846
57,2006-08-31,BUY,GLD,274,61.41999816894531,23.881793975830078
58,2006-09-29,SELL,SPY,451,94.57211303710938,42675.90477371216
59,2006-09-29,BUY,GLD,713,59.790000915527344,45.63412094116211
60,2006-10-31,SELL,GLD,2648,59.900001525878906,158660.8381614685
61,2006-10-31,SELL,SPY,6318,97.486572265625,774581.0017356873
62,2006-10-31,BUY,TLT,15128,51.19881820678711,45.279903411865234
63,2006-11-30,SELL,SPY,64,99.3682861328125,6404.850215911865
64,2006-11-30,SELL,TLT,1058,52.440059661865234,61886.43333816528
65,2006-11-30,BUY,GLD,979,63.15999984741211,52.793487548828125
66,2006-12-29,SELL,SPY,111,101.15962219238281,11281.51155090332
67,2006-12-29,SELL,TLT,1083,51.403804779052734,66951.83212661743
68,2006-12-29,BUY,GLD,1064,62.900001525878906,26.23050308227539
69,2007-01-31,SELL,SPY,104,101.5722427368164,10589.743747711182
70,2007-01-31,SELL,TLT,315,50.428016662597656,26474.568996429443
71,2007-01-31,BUY,GLD,412,64.22000122070312,15.92849349975586
72,2007-02-28,SELL,TLT,548,52.814453125,28958.248805999756
73,2007-02-28,BUY,GLD,355,65.41000366210938,5737.697505950928
74,2007-02-28,BUY,SPY,57,99.23192596435547,81.47772598266602
75,2007-03-30,SELL,SPY,32,101.38948822021484,3325.941349029541
76,2007-03-30,SELL,TLT,986,51.78092956542969,54381.93790054321
77,2007-03-30,BUY,GLD,828,65.6500015258789,23.736637115478516
78,2007-04-30,SELL,GLD,662,67.55999755859375,44748.45502090454
79,2007-04-30,SELL,SPY,188,106.78852844238281,64824.69836807251
80,2007-04-30,BUY,TLT,1256,51.60856246948242,4.343906402587891
81,2007-05-31,SELL,GLD,480,64.72000122070312,31069.944492340088
82,2007-05-31,SELL,SPY,191,109.6094970703125,52005.358432769775
83,2007-05-31,BUY,TLT,1018,51.03684616088867,49.84904098510742
84,2007-06-29,SELL,GLD,580,64.26000213623047,37320.65027999878
85,2007-06-29,SELL,SPY,204,107.85852813720703,59323.790019989014
86,2007-06-29,BUY,TLT,1188,49.911136627197266,29.35970687866211
87,2007-07-31,SELL,GLD,1460,65.7699966430664,96053.55480575562
88,2007-07-31,SELL,SPY,11,105.70679473876953,97216.32954788208
89,2007-07-31,BUY,TLT,1879,51.725467681884766,24.17577362060547
90,2007-08-31,SELL,GLD,762,65.80000305175781,50163.77809906006
91,2007-08-31,BUY,SPY,162,104.82453155517578,33182.20398712158
92,2007-08-31,BUY,TLT,626,52.9894905090332,10.782928466796875
93,2007-09-28,SELL,GLD,214,72.69999694824219,15568.582275390625
94,2007-09-28,SELL,TLT,493,53.03248596191406,41713.59785461426
95,2007-09-28,BUY,SPY,378,110.32305145263672,11.484405517578125
96,2007-10-31,SELL,GLD,111,77.3499984741211,8597.33423614502
97,2007-10-31,SELL,TLT,633,54.61079788208008,43165.96929550171
98,2007-10-31,BUY,SPY,391,110.30143737792969,38.10728073120117
99,2007-11-30,SELL,GLD,105,78.27999877929688,8257.507152557373
100,2007-11-30,SELL,TLT,2338,57.29144287109375,142204.90058517456
101,2007-11-30,BUY,SPY,1340,106.06410217285156,79.0036735534668
102,2007-12-31,SELL,GLD,103,83.0,8628.003673553467
103,2007-12-31,SELL,TLT,1222,56.31470489501953,77444.57305526733
104,2007-12-31,BUY,SPY,725,106.71392059326172,76.98062515258789
105,2008-01-19,SELL,SPY,4210,95.67308807373047,402860.68141555786
106,2008-01-31,SELL,GLD,515,92.05999755859375,450271.58015823364
107,2008-01-31,SELL,TLT,1636,57.43512725830078,544235.4483528137
108,2008-01-31,BUY,SPY,5568,97.73778533935547,31.459583282470703
109,2008-02-29,SELL,GLD,174,95.98999786376953,16733.71921157837
110,2008-02-29,SELL,TLT,201,56.712066650390625,28132.844608306885
111,2008-02-29,BUY,SPY,283,99.15774536132812,71.20267105102539
112,2008-03-31,SELL,SPY,5851,95.74629211425781,560282.7578315735
113,2008-03-31,BUY,GLD,1408,91.87999725341797,430915.721698761
114,2008-03-31,BUY,TLT,7352,58.602787017822266,68.03154373168945
115,2008-04-30,SELL,TLT,161,56.94257736206055,9235.786499023438
116,2008-04-30,BUY,GLD,107,85.80999755859375,54.11676025390625
117,2008-05-30,SELL,GLD,97,86.51000213623047,8445.586967468262
118,2008-05-30,BUY,TLT,152,55.442726135253906,18.29259490966797
119,2008-06-30,SELL,GLD,292,91.47000122070312,26727.53295135498
120,2008-06-30,BUY,TLT,466,57.27592086791992,36.953826904296875
121,2008-07-31,SELL,GLD,218,89.5199966430664,19552.313095092773
122,2008-07-31,BUY,TLT,345,56.51749801635742,53.77627944946289
123,2008-08-29,SELL,GLD,379,82.18000030517578,31199.996395111084
124,2008-08-29,SELL,TLT,5807,58.90386199951172,373254.72302627563
125,2008-08-29,BUY,SPY,3918,95.25933837890625,28.635257720947266
126,2008-09-10,SELL,GLD,2158,76.48999786376953,165094.0506477356
127,2008-09-18,SELL,SPY,3918,85.32291412353516,499389.22818374634
128,2008-09-30,SELL,TLT,12929,60.993289947509766,1287971.4739151
129,2008-09-30,BUY,GLD,7128,89.56999969482422,649516.5160903931
130,2008-09-30,BUY,SPY,7923,81.96788787841797,84.9404296875
131,2008-10-08,SELL,SPY,7923,73.61508178710938,583337.2334289551
132,2008-10-17,SELL,GLD,7128,79.29000091552734,1148516.359954834
133,2008-10-31,BUY,GLD,9597,72.70999908447266,450718.4987411499
134,2008-10-31,BUY,SPY,6358,70.87007141113281,126.58470916748047
135,2008-11-13,SELL,SPY,6358,63.15751266479492,401682.0502319336
136,2008-11-28,SELL,GLD,243,80.37999725341797,421214.38956451416
137,2008-11-28,BUY,SPY,6433,65.47570037841797,9.209030151367188
138,2008-12-31,SELL,SPY,218,66.0072021484375,14398.779098510742
139,2008-12-31,BUY,GLD,167,85.9000015258789,53.478843688964844
140,2009-01-30,SELL,GLD,22,89.5,2022.4788436889648
141,2009-01-30,BUY,SPY,32,62.728023529052734,15.182090759277344
142,2009-02-24,SELL,SPY,6247,55.383155822753906,345993.75651550293
143,2009-02-27,SELL,GLD,270,93.05999755859375,371119.95585632324
144,2009-02-27,BUY,SPY,6615,56.102779388427734,0.07020187377929688
145,2009-03-31,SELL,SPY,874,58.873023986816406,51455.09316635132
146,2009-03-31,BUY,GLD,571,89.9800033569336,76.51124954223633
147,2009-04-30,SELL,SPY,402,65.299072265625,26326.738300323486
148,2009-04-30,BUY,GLD,298,88.33000183105469,4.397754669189453
149,2009-05-29,SELL,GLD,454,94.23999786376953,42789.35678482056
150,2009-05-29,BUY,SPY,629,67.93673706054688,57.149173736572266
151,2009-06-30,SELL,GLD,5930,92.04000091552734,545854.3546028137
152,2009-06-30,SELL,SPY,1832,69.65801239013672,673467.8333015442
153,2009-06-30,BUY,TLT,11017,61.12574005126953,45.55515670776367
154,2009-07-31,SELL,TLT,689,60.20234298706055,41524.96947479248
155,2009-07-31,BUY,GLD,320,91.62000274658203,12206.56859588623
156,2009-07-31,BUY,SPY,163,74.14412689208984,121.07591247558594
157,2009-08-31,SELL,GLD,320,93.87000274658203,30159.476791381836
158,2009-08-31,SELL,TLT,87,62.68473434448242,35613.04867935181
159,2009-08-31,BUY,SPY,458,77.6833724975586,34.0640754699707
160,2009-09-30,SELL,GLD,579,97.43000030517578,56446.03425216675
161,2009-09-30,BUY,SPY,366,80.03153228759766,27154.493434906006
